cell_label,x,y,celltype_F,celltype_F_class,area
25742,17544,19197,Oligo,Non-neuronal,FI
25743,15790,19199,Oligo,Non-neuronal,FI
25744,12847,19200,Oligo,Non-neuronal,FI
25746,15354,19202,Oligo,Non-neuronal,FI
25748,7189,19203,L5 IT,Excitatory,FI
25750,19725,19203,Oligo,Non-neuronal,FI
25751,14162,19206,Oligo,Non-neuronal,FI
25752,14446,19205,Oligo,Non-neuronal,FI
25753,6428,19207,L5 IT,Excitatory,FI
25755,13904,19209,Oligo,Non-neuronal,FI
25756,16795,19210,Oligo,Non-neuronal,FI
25757,12942,19210,Oligo,Non-neuronal,FI
25758,14077,19211,Oligo,Non-neuronal,FI
25760,18673,19209,Oligo,Non-neuronal,FI
25762,19909,19211,Oligo,Non-neuronal,FI
25764,12388,19213,Micro/PVM,Non-neuronal,FI
25765,13176,19212,Oligo,Non-neuronal,FI
25766,17236,19212,Oligo,Non-neuronal,FI
25768,8002,19214,Oligo,Non-neuronal,FI
25769,7979,19218,Oligo,Non-neuronal,FI
25770,14003,19217,Oligo,Non-neuronal,FI
25771,18159,19218,Oligo,Non-neuronal,FI
25772,8074,19220,PVALB,Inhibitory,FI
25775,13029,19219,Oligo,Non-neuronal,FI
25776,15171,19219,Oligo,Non-neuronal,FI
25778,18210,19219,Oligo,Non-neuronal,FI
25781,12619,19221,Oligo,Non-neuronal,FI
25782,12990,19221,Oligo,Non-neuronal,FI
25783,13700,19222,Oligo,Non-neuronal,FI
25784,14286,19222,Oligo,Non-neuronal,FI
25787,14260,19224,Oligo,Non-neuronal,FI
25788,19034,19223,Oligo,Non-neuronal,FI
25789,7043,19225,Micro/PVM,Non-neuronal,FI
25792,14216,19225,Oligo,Non-neuronal,FI
25793,16370,19226,Oligo,Non-neuronal,FI
25794,16394,19224,Oligo,Non-neuronal,FI
25795,12427,19227,Oligo,Non-neuronal,FI
25796,16511,19228,Oligo,Non-neuronal,FI
25797,16872,19228,Oligo,Non-neuronal,FI
25798,18020,19227,Oligo,Non-neuronal,FI
25802,12275,19231,Oligo,Non-neuronal,FI
25805,7385,19234,L6B,Excitatory,FI
25806,14369,19233,Oligo,Non-neuronal,FI
25807,7541,19235,L6 IT Car3,Excitatory,FI
25808,12684,19236,Oligo,Non-neuronal,FI
25809,15411,19237,Oligo,Non-neuronal,FI
25810,8002,19238,Oligo,Non-neuronal,FI
25811,16901,19239,Oligo,Non-neuronal,FI
25812,17616,19239,Oligo,Non-neuronal,FI
25813,6081,19240,Micro/PVM,Non-neuronal,FI
25814,7014,19240,LAMP5,Inhibitory,FI
25816,11555,19241,Oligo,Non-neuronal,FI
25819,9548,19242,Astro,Non-neuronal,FI
25820,14987,19242,Oligo,Non-neuronal,FI
25821,7161,19243,Astro,Non-neuronal,FI
25826,8449,19247,Oligo,Non-neuronal,FI
25827,13727,19248,L2/3 IT,Excitatory,FI
25828,15841,19249,Oligo,Non-neuronal,FI
25832,8126,19255,Oligo,Non-neuronal,FI
25833,12833,19255,Oligo,Non-neuronal,FI
25834,13979,19255,Oligo,Non-neuronal,FI
25836,16691,19254,Oligo,Non-neuronal,FI
25838,13844,19256,Oligo,Non-neuronal,FI
25839,16439,19256,Oligo,Non-neuronal,FI
25840,7991,19258,VLMC,Non-neuronal,FI
25843,14125,19258,Oligo,Non-neuronal,FI
25844,17187,19258,Oligo,Non-neuronal,FI
25845,17152,19260,Oligo,Non-neuronal,FI
25848,8564,19262,Oligo,Non-neuronal,FI
