cell_label,x,y,celltype_F,celltype_F_class,area
8071,19647,3910,L2/3 IT,Excitatory,ACC
8074,1599,3910,Oligo,Non-neuronal,ACC
8075,8064,3911,Oligo,Non-neuronal,ACC
8076,10437,3910,Oligo,Non-neuronal,ACC
8077,20424,3911,Astro,Non-neuronal,ACC
8079,5042,3913,Oligo,Non-neuronal,ACC
8081,7940,3915,Oligo,Non-neuronal,ACC
8082,11614,3915,Oligo,Non-neuronal,ACC
8085,13114,3917,Oligo,Non-neuronal,ACC
8086,15211,3917,L6 CT,Excitatory,ACC
8087,1516,3919,Oligo,Non-neuronal,ACC
8091,20084,3919,PVALB,Inhibitory,ACC
8092,1419,3921,Oligo,Non-neuronal,ACC
8093,12646,3921,SST,Inhibitory,ACC
8094,12881,3921,Micro/PVM,Non-neuronal,ACC
8095,13633,3921,Oligo,Non-neuronal,ACC
8097,24050,3921,L2/3 IT,Excitatory,ACC
8098,4740,3923,Oligo,Non-neuronal,ACC
8099,11088,3922,Oligo,Non-neuronal,ACC
8100,12592,3922,L6 IT Car3,Excitatory,ACC
8101,2227,3924,Oligo,Non-neuronal,ACC
8102,3704,3924,Oligo,Non-neuronal,ACC
8103,4478,3924,Oligo,Non-neuronal,ACC
8104,4863,3924,Oligo,Non-neuronal,ACC
8105,9712,3923,Oligo,Non-neuronal,ACC
8106,16969,3924,Astro,Non-neuronal,ACC
8107,18095,3924,Oligo,Non-neuronal,ACC
8108,5719,3927,Oligo,Non-neuronal,ACC
