cell_label,x,y,celltype_F,celltype_F_class,area
2371,20417,2006,SST,Inhibitory,A1C
2373,23157,2008,L4 IT,Excitatory,A1C
2374,16318,2009,Oligo,Non-neuronal,A1C
2375,21031,2009,Oligo,Non-neuronal,A1C
2379,26582,2011,Oligo,Non-neuronal,A1C
2380,19566,2013,Micro/PVM,Non-neuronal,A1C
2381,23328,2012,L4 IT,Excitatory,A1C
2384,23809,2017,L5 IT,Excitatory,A1C
2388,22343,2019,Oligo,Non-neuronal,A1C
2390,14863,2020,Oligo,Non-neuronal,A1C
2393,19450,2023,L6 CT,Excitatory,A1C
2394,21865,2025,Oligo,Non-neuronal,A1C
2396,17102,2027,L6 CT,Excitatory,A1C
2399,21790,2028,Oligo,Non-neuronal,A1C
2400,17169,2030,L6 CT,Excitatory,A1C
2401,18084,2030,Oligo,Non-neuronal,A1C
2404,23590,2034,LAMP5,Inhibitory,A1C
2405,17322,2036,L6 CT,Excitatory,A1C
2406,21082,2036,SST,Inhibitory,A1C
2407,26367,2036,Oligo,Non-neuronal,A1C
2408,27024,2037,SST,Inhibitory,A1C
2410,18371,2037,Oligo,Non-neuronal,A1C
2411,19724,2039,Oligo,Non-neuronal,A1C
2413,19570,2044,L6B,Excitatory,A1C
2414,20299,2044,Oligo,Non-neuronal,A1C
2417,12276,2049,Oligo,Non-neuronal,A1C
