cell_label,x,y,celltype_F,celltype_F_class,area
10251,17938,2315,Astro,Non-neuronal,V1C
10252,23903,2314,OPC,Non-neuronal,V1C
10257,8350,2317,L2/3 IT,Excitatory,V1C
10267,33743,2317,L4 IT,Excitatory,V1C
10268,7261,2318,SST,Inhibitory,V1C
10272,15169,2318,L2/3 IT,Excitatory,V1C
10276,22971,2319,Oligo,Non-neuronal,V1C
10278,10205,2320,L2/3 IT,Excitatory,V1C
10281,25554,2320,L4 IT,Excitatory,V1C
10284,31605,2319,L2/3 IT,Excitatory,V1C
10285,34236,2321,L6 CT,Excitatory,V1C
10288,11373,2322,L2/3 IT,Excitatory,V1C
10292,32868,2321,L4 IT,Excitatory,V1C
10294,6917,2324,Micro/PVM,Non-neuronal,V1C
10295,7760,2324,Astro,Non-neuronal,V1C
10296,9242,2324,L2/3 IT,Excitatory,V1C
10297,14562,2324,VIP,Inhibitory,V1C
10298,21875,2324,Micro/PVM,Non-neuronal,V1C
10302,34094,2323,L4 IT,Excitatory,V1C
10306,15458,2326,Chandelier,Inhibitory,V1C
10307,20429,2326,Chandelier,Inhibitory,V1C
10312,32809,2325,Oligo,Non-neuronal,V1C
10313,8287,2327,L4 IT,Excitatory,V1C
10315,14492,2328,VIP,Inhibitory,V1C
10317,24656,2328,L4 IT,Excitatory,V1C
10320,32998,2326,L6 IT,Excitatory,V1C
10321,4323,2329,PVALB,Inhibitory,V1C
10322,15100,2329,L4 IT,Excitatory,V1C
10328,3133,2331,L2/3 IT,Excitatory,V1C
10333,28548,2331,L4 IT,Excitatory,V1C
10334,30033,2332,L2/3 IT,Excitatory,V1C
10335,33265,2330,Astro,Non-neuronal,V1C
10336,10334,2333,L2/3 IT,Excitatory,V1C
10338,17512,2332,L4 IT,Excitatory,V1C
10341,26553,2333,Micro/PVM,Non-neuronal,V1C
10342,27318,2333,L4 IT,Excitatory,V1C
10343,28971,2332,L4 IT,Excitatory,V1C
10347,22190,2334,Astro,Non-neuronal,V1C
10349,32654,2334,PVALB,Inhibitory,V1C
10351,4229,2336,Micro/PVM,Non-neuronal,V1C
10365,32386,2338,Astro,Non-neuronal,V1C
10373,24178,2340,Astro,Non-neuronal,V1C
10375,29256,2342,PVALB,Inhibitory,V1C
10377,4775,2344,Astro,Non-neuronal,V1C
10379,13486,2343,L2/3 IT,Excitatory,V1C
10382,34564,2343,VIP,Inhibitory,V1C
10385,23943,2345,Astro,Non-neuronal,V1C
10387,33826,2346,SST,Inhibitory,V1C
10393,34628,2347,L4 IT,Excitatory,V1C
10395,6451,2349,VIP,Inhibitory,V1C
10397,13746,2343,L2/3 IT,Excitatory,V1C
10398,19559,2349,Astro,Non-neuronal,V1C
10414,34369,2350,L4 IT,Excitatory,V1C
10418,14465,2351,L2/3 IT,Excitatory,V1C
10420,34494,2351,PVALB,Inhibitory,V1C
10424,12342,2353,LAMP5 LHX6,Inhibitory,V1C
10425,12374,2354,L4 IT,Excitatory,V1C
10427,20920,2354,Chandelier,Inhibitory,V1C
10433,8112,2355,L2/3 IT,Excitatory,V1C
10434,13926,2355,L4 IT,Excitatory,V1C
10436,21061,2356,OPC,Non-neuronal,V1C
10442,31917,2357,VLMC,Non-neuronal,V1C
10447,11001,2359,L4 IT,Excitatory,V1C
10448,12153,2358,L2/3 IT,Excitatory,V1C
10452,25835,2356,L4 IT,Excitatory,V1C
10457,8154,2362,PAX6,Inhibitory,V1C
10458,15125,2361,Astro,Non-neuronal,V1C
10461,22692,2362,L4 IT,Excitatory,V1C
10462,22923,2360,L2/3 IT,Excitatory,V1C
10467,29565,2361,L4 IT,Excitatory,V1C
10469,2704,2362,L2/3 IT,Excitatory,V1C
10470,7149,2362,L4 IT,Excitatory,V1C
10471,12969,2364,L2/3 IT,Excitatory,V1C
10478,18208,2364,L2/3 IT,Excitatory,V1C
10479,18703,2365,L4 IT,Excitatory,V1C
10480,19350,2364,Micro/PVM,Non-neuronal,V1C
10490,16141,2365,L6 IT,Excitatory,V1C
10494,8677,2368,VIP,Inhibitory,V1C
10505,2639,2370,L2/3 IT,Excitatory,V1C
10511,7009,2371,Astro,Non-neuronal,V1C
10517,23457,2372,PVALB,Inhibitory,V1C
10519,34750,2371,Astro,Non-neuronal,V1C
10520,3562,2374,LAMP5,Inhibitory,V1C
10522,10074,2374,L2/3 IT,Excitatory,V1C
10524,12672,2373,LAMP5,Inhibitory,V1C
10534,8310,2376,L6 CT,Excitatory,V1C
10535,11281,2375,L2/3 IT,Excitatory,V1C
10537,14417,2374,L2/3 IT,Excitatory,V1C
10540,19569,2374,L4 IT,Excitatory,V1C
10541,22200,2375,Oligo,Non-neuronal,V1C
10547,5239,2377,L2/3 IT,Excitatory,V1C
10549,12072,2376,L5 IT,Excitatory,V1C
10557,9943,2379,SNCG,Inhibitory,V1C
10558,14160,2379,Astro,Non-neuronal,V1C
10559,20401,2379,L4 IT,Excitatory,V1C
10564,18050,2380,Micro/PVM,Non-neuronal,V1C
10565,18884,2380,Astro,Non-neuronal,V1C
10569,30316,2379,L6 CT,Excitatory,V1C
10571,31752,2381,Chandelier,Inhibitory,V1C
10575,14321,2381,L4 IT,Excitatory,V1C
10580,28152,2384,Oligo,Non-neuronal,V1C
10583,33230,2382,LAMP5 LHX6,Inhibitory,V1C
10587,10137,2385,L4 IT,Excitatory,V1C
10590,2892,2387,L2/3 IT,Excitatory,V1C
10594,11414,2387,L2/3 IT,Excitatory,V1C
10598,26731,2386,L2/3 IT,Excitatory,V1C
10603,8214,2390,L2/3 IT,Excitatory,V1C
10605,12141,2390,L2/3 IT,Excitatory,V1C
10608,30686,2389,L4 IT,Excitatory,V1C
10610,32339,2388,Micro/PVM,Non-neuronal,V1C
10612,34342,2389,L4 IT,Excitatory,V1C
10617,29674,2392,OPC,Non-neuronal,V1C
