cell_label,x,y,celltype_F,celltype_F_class,area
10264,7350,4630,Oligo,Non-neuronal,S1C
10265,7752,4630,PVALB,Inhibitory,S1C
10266,8642,4630,L4 IT,Excitatory,S1C
10268,34235,4631,OPC,Non-neuronal,S1C
10270,7829,4633,OPC,Non-neuronal,S1C
10271,8872,4632,SST,Inhibitory,S1C
10277,2950,4634,Astro,Non-neuronal,S1C
10279,16678,4634,Oligo,Non-neuronal,S1C
10281,30131,4634,L4 IT,Excitatory,S1C
10283,9718,4637,Oligo,Non-neuronal,S1C
10291,34709,4637,Oligo,Non-neuronal,S1C
10292,8940,4640,L5 ET,Excitatory,S1C
10296,30970,4640,VLMC,Non-neuronal,S1C
10302,13384,4641,OPC,Non-neuronal,S1C
10306,26188,4642,LAMP5,Inhibitory,S1C
10310,25925,4644,OPC,Non-neuronal,S1C
10311,26492,4644,L2/3 IT,Excitatory,S1C
10312,31427,4645,L2/3 IT,Excitatory,S1C
10313,33357,4644,PVALB,Inhibitory,S1C
10318,1076,4648,L5/6 NP,Excitatory,S1C
10320,8705,4661,OPC,Non-neuronal,S1C
10324,4080,4650,L4 IT,Excitatory,S1C
10328,14496,4649,L2/3 IT,Excitatory,S1C
10329,18054,4651,L4 IT,Excitatory,S1C
