,x,y,celltype_F,rotated_x,rotated_y
853,13425.0,1754.0,Oligo,13425.0,1754.0
854,15700.0,1751.0,Oligo,15700.0,1751.0
855,15980.0,1767.0,Oligo,15980.0,1767.0
864,12033.0,1776.0,Oligo,12033.0,1776.0
866,14052.0,1776.0,Oligo,14052.0,1776.0
882,14503.0,1801.0,Oligo,14503.0,1801.0
884,12105.0,1799.0,Oligo,12105.0,1799.0
887,13953.0,1797.0,OPC,13953.0,1797.0
892,12078.0,1804.0,Oligo,12078.0,1804.0
895,15344.0,1820.0,Oligo,15344.0,1820.0
896,14076.0,1822.0,Oligo,14076.0,1822.0
901,15554.0,1825.0,Oligo,15554.0,1825.0
910,13544.0,1833.0,Oligo,13544.0,1833.0
912,12619.0,1840.0,Oligo,12619.0,1840.0
914,12181.0,1841.0,Oligo,12181.0,1841.0
915,13965.0,1841.0,Oligo,13965.0,1841.0
923,13768.0,1844.0,Oligo,13768.0,1844.0
924,14854.0,1843.0,Oligo,14854.0,1843.0
943,12367.0,1870.0,Oligo,12367.0,1870.0
946,13329.0,1874.0,Oligo,13329.0,1874.0
947,12165.0,1881.0,Oligo,12165.0,1881.0
948,15996.0,1880.0,Oligo,15996.0,1880.0
949,12288.0,1885.0,Oligo,12288.0,1885.0
951,15885.0,1888.0,Oligo,15885.0,1888.0
953,15812.0,1890.0,Oligo,15812.0,1890.0
954,14970.0,1889.0,Oligo,14970.0,1889.0
955,14988.0,1881.0,Oligo,14988.0,1881.0
959,15108.0,1892.0,Oligo,15108.0,1892.0
960,12933.0,1892.0,Oligo,12933.0,1892.0
965,12914.0,1907.0,Oligo,12914.0,1907.0
969,13876.0,1907.0,Astro,13876.0,1907.0
970,13760.0,1907.0,Oligo,13760.0,1907.0
980,15329.0,1920.0,Oligo,15329.0,1920.0
991,13891.0,1929.0,Oligo,13891.0,1929.0
998,14542.0,1936.0,Oligo,14542.0,1936.0
999,14809.0,1930.0,Oligo,14809.0,1930.0
1000,14189.0,1938.0,Oligo,14189.0,1938.0
1003,14051.0,1939.0,Oligo,14051.0,1939.0
1015,15967.0,1952.0,VLMC,15967.0,1952.0
1020,15405.0,1956.0,Oligo,15405.0,1956.0
1023,13889.0,1961.0,Oligo,13889.0,1961.0
1025,14752.0,1969.0,Oligo,14752.0,1969.0
1026,12188.0,1961.0,Oligo,12188.0,1961.0
1027,15036.0,1968.0,Astro,15036.0,1968.0
1031,14441.0,1978.0,Oligo,14441.0,1978.0
1034,14547.0,1979.0,Oligo,14547.0,1979.0
1038,13623.0,1989.0,Oligo,13623.0,1989.0
1040,14707.0,1988.0,Oligo,14707.0,1988.0
1042,12842.0,1991.0,Oligo,12842.0,1991.0
1043,14836.0,1993.0,Oligo,14836.0,1993.0
1045,12508.0,1987.0,Oligo,12508.0,1987.0
1047,14922.0,1988.0,Oligo,14922.0,1988.0
1053,14625.0,1992.0,Oligo,14625.0,1992.0
1059,13404.0,2003.0,Oligo,13404.0,2003.0
1069,15029.0,2016.0,Oligo,15029.0,2016.0
1071,14177.0,2018.0,Oligo,14177.0,2018.0
1077,15327.0,2019.0,Oligo,15327.0,2019.0
1084,15820.0,2029.0,Oligo,15820.0,2029.0
1087,13712.0,2035.0,Oligo,13712.0,2035.0
1094,13078.0,2039.0,Oligo,13078.0,2039.0
1096,15466.0,2040.0,Oligo,15466.0,2040.0
1103,12164.0,2033.0,Oligo,12164.0,2033.0
1106,14992.0,2044.0,Oligo,14992.0,2044.0
1120,12817.0,2069.0,Oligo,12817.0,2069.0
1122,15558.0,2063.0,Oligo,15558.0,2063.0
1125,14260.0,2070.0,Oligo,14260.0,2070.0
1133,13621.0,2068.0,Oligo,13621.0,2068.0
1135,14422.0,2081.0,Oligo,14422.0,2081.0
1147,13081.0,2093.0,Oligo,13081.0,2093.0
1150,14604.0,2090.0,Oligo,14604.0,2090.0
1152,12511.0,2093.0,Oligo,12511.0,2093.0
1154,12261.0,2088.0,Oligo,12261.0,2088.0
1159,13150.0,2084.0,Oligo,13150.0,2084.0
1162,12292.0,2101.0,Oligo,12292.0,2101.0
1164,13124.0,2097.0,Oligo,13124.0,2097.0
1181,15999.0,2117.0,Oligo,15999.0,2117.0
1190,15496.0,2115.0,Oligo,15496.0,2115.0
1191,15979.0,2130.0,Oligo,15979.0,2130.0
1195,12913.0,2127.0,Oligo,12913.0,2127.0
1196,14844.0,2135.0,Oligo,14844.0,2135.0
1200,14128.0,2129.0,Oligo,14128.0,2129.0
1201,15626.0,2136.0,Oligo,15626.0,2136.0
1205,12840.0,2138.0,Oligo,12840.0,2138.0
1214,14791.0,2141.0,Oligo,14791.0,2141.0
1223,14190.0,2148.0,Oligo,14190.0,2148.0
1228,15917.0,2152.0,Oligo,15917.0,2152.0
1234,13502.0,2161.0,Oligo,13502.0,2161.0
1236,13681.0,2161.0,Micro/PVM,13681.0,2161.0
1237,13241.0,2166.0,Oligo,13241.0,2166.0
1240,13188.0,2171.0,Oligo,13188.0,2171.0
1241,15480.0,2173.0,Astro,15480.0,2173.0
1246,15009.0,2169.0,Oligo,15009.0,2169.0
1248,12432.0,2173.0,Oligo,12432.0,2173.0
1249,13221.0,2172.0,Oligo,13221.0,2172.0
1261,14613.0,2191.0,Oligo,14613.0,2191.0
1269,13450.0,2194.0,Oligo,13450.0,2194.0
1270,13496.0,2197.0,Oligo,13496.0,2197.0
1274,14555.0,2203.0,Oligo,14555.0,2203.0
1285,13226.0,2210.0,Oligo,13226.0,2210.0
1292,13816.0,2214.0,Oligo,13816.0,2214.0
1309,12799.0,2242.0,Oligo,12799.0,2242.0
1313,15982.0,2230.0,Oligo,15982.0,2230.0
1320,13859.0,2237.0,Oligo,13859.0,2237.0
1326,12690.0,2258.0,Oligo,12690.0,2258.0
1331,15891.0,2253.0,Oligo,15891.0,2253.0
1333,13482.0,2261.0,Oligo,13482.0,2261.0
1335,15837.0,2259.0,Oligo,15837.0,2259.0
1342,12855.0,2271.0,Oligo,12855.0,2271.0
1343,13134.0,2279.0,Astro,13134.0,2279.0
1344,15548.0,2274.0,Oligo,15548.0,2274.0
1346,14769.0,2277.0,Oligo,14769.0,2277.0
1353,14538.0,2282.0,Oligo,14538.0,2282.0
1357,13233.0,2281.0,Oligo,13233.0,2281.0
1358,13769.0,2285.0,Oligo,13769.0,2285.0
1362,12680.0,2290.0,Oligo,12680.0,2290.0
1365,12791.0,2293.0,Oligo,12791.0,2293.0
1369,14663.0,2300.0,Oligo,14663.0,2300.0
1370,13279.0,2283.0,Oligo,13279.0,2283.0
1371,15426.0,2289.0,Oligo,15426.0,2289.0
1373,12850.0,2303.0,Oligo,12850.0,2303.0
1374,15782.0,2301.0,Oligo,15782.0,2301.0
1377,13893.0,2301.0,Oligo,13893.0,2301.0
1380,15898.0,2307.0,Oligo,15898.0,2307.0
1388,13104.0,2310.0,Astro,13104.0,2310.0
1399,14783.0,2310.0,Oligo,14783.0,2310.0
1401,12372.0,2323.0,Oligo,12372.0,2323.0
1402,13315.0,2317.0,Oligo,13315.0,2317.0
1410,13936.0,2324.0,Oligo,13936.0,2324.0
1420,13021.0,2327.0,Oligo,13021.0,2327.0
1423,14082.0,2329.0,Oligo,14082.0,2329.0
1436,13340.0,2346.0,OPC,13340.0,2346.0
1437,12136.0,2344.0,Oligo,12136.0,2344.0
1438,13923.0,2349.0,Oligo,13923.0,2349.0
1441,14179.0,2347.0,Oligo,14179.0,2347.0
1443,15751.0,2341.0,Micro/PVM,15751.0,2341.0
1455,12875.0,2351.0,Oligo,12875.0,2351.0
1457,13725.0,2362.0,Oligo,13725.0,2362.0
1469,15757.0,2367.0,Oligo,15757.0,2367.0
1473,15540.0,2365.0,Oligo,15540.0,2365.0
1480,14710.0,2379.0,Oligo,14710.0,2379.0
1484,14411.0,2380.0,Oligo,14411.0,2380.0
1492,12792.0,2384.0,Oligo,12792.0,2384.0
1496,13568.0,2394.0,Oligo,13568.0,2394.0
1505,13649.0,2393.0,Oligo,13649.0,2393.0
1514,13118.0,2408.0,Oligo,13118.0,2408.0
1515,12212.0,2406.0,Oligo,12212.0,2406.0
1522,14297.0,2408.0,Oligo,14297.0,2408.0
1529,14861.0,2419.0,Oligo,14861.0,2419.0
1540,15854.0,2414.0,Oligo,15854.0,2414.0
1547,13287.0,2435.0,OPC,13287.0,2435.0
1554,12412.0,2446.0,Oligo,12412.0,2446.0
1560,14226.0,2433.0,Oligo,14226.0,2433.0
1565,14789.0,2438.0,Oligo,14789.0,2438.0
1581,14411.0,2456.0,Oligo,14411.0,2456.0
1598,13773.0,2465.0,Oligo,13773.0,2465.0
1601,13317.0,2472.0,Oligo,13317.0,2472.0
1608,15451.0,2472.0,Astro,15451.0,2472.0
1612,14210.0,2469.0,Oligo,14210.0,2469.0
1614,12592.0,2476.0,Oligo,12592.0,2476.0
1618,14776.0,2481.0,Oligo,14776.0,2481.0
1622,12204.0,2483.0,Oligo,12204.0,2483.0
1626,15679.0,2487.0,Micro/PVM,15679.0,2487.0
1630,13827.0,2491.0,Astro,13827.0,2491.0
1638,15346.0,2496.0,Oligo,15346.0,2496.0
1640,15784.0,2497.0,Oligo,15784.0,2497.0
1642,14963.0,2495.0,Oligo,14963.0,2495.0
1646,13461.0,2502.0,Oligo,13461.0,2502.0
1650,15021.0,2510.0,Astro,15021.0,2510.0
1658,15259.0,2512.0,Oligo,15259.0,2512.0
1662,12329.0,2524.0,Oligo,12329.0,2524.0
1663,14435.0,2512.0,Oligo,14435.0,2512.0
1664,15533.0,2516.0,Oligo,15533.0,2516.0
1669,13837.0,2523.0,Oligo,13837.0,2523.0
1674,14796.0,2527.0,Oligo,14796.0,2527.0
1681,14042.0,2529.0,Oligo,14042.0,2529.0
1683,13122.0,2532.0,Oligo,13122.0,2532.0
1687,14418.0,2547.0,Oligo,14418.0,2547.0
1690,12420.0,2547.0,Oligo,12420.0,2547.0
1696,14898.0,2551.0,Oligo,14898.0,2551.0
1710,14953.0,2565.0,Oligo,14953.0,2565.0
1723,12281.0,2578.0,Oligo,12281.0,2578.0
1727,12916.0,2577.0,Oligo,12916.0,2577.0
1738,14434.0,2580.0,Oligo,14434.0,2580.0
1744,13227.0,2588.0,Oligo,13227.0,2588.0
1747,13652.0,2581.0,Oligo,13652.0,2581.0
1749,15682.0,2591.0,Oligo,15682.0,2591.0
1752,12558.0,2594.0,Oligo,12558.0,2594.0
1753,13901.0,2590.0,Oligo,13901.0,2590.0
1757,13411.0,2597.0,OPC,13411.0,2597.0
1758,14157.0,2598.0,Oligo,14157.0,2598.0
1762,15185.0,2611.0,Oligo,15185.0,2611.0
1775,14863.0,2604.0,Oligo,14863.0,2604.0
1776,14438.0,2611.0,Oligo,14438.0,2611.0
1785,14688.0,2618.0,Oligo,14688.0,2618.0
1788,12706.0,2628.0,Astro,12706.0,2628.0
1796,13774.0,2612.0,Oligo,13774.0,2612.0
1814,12957.0,2629.0,Oligo,12957.0,2629.0
1822,13730.0,2632.0,Oligo,13730.0,2632.0
1830,14012.0,2650.0,Oligo,14012.0,2650.0
1832,15466.0,2650.0,Oligo,15466.0,2650.0
1839,13231.0,2659.0,Oligo,13231.0,2659.0
1849,13028.0,2661.0,Oligo,13028.0,2661.0
1856,14745.0,2677.0,Oligo,14745.0,2677.0
1866,15692.0,2676.0,Oligo,15692.0,2676.0
1870,15875.0,2683.0,Oligo,15875.0,2683.0
1874,15360.0,2691.0,Oligo,15360.0,2691.0
1880,15520.0,2692.0,Oligo,15520.0,2692.0
1901,14428.0,2712.0,Oligo,14428.0,2712.0
1909,15087.0,2704.0,Oligo,15087.0,2704.0
1915,15486.0,2716.0,Oligo,15486.0,2716.0
1925,15732.0,2731.0,Oligo,15732.0,2731.0
1932,15019.0,2728.0,Oligo,15019.0,2728.0
1946,13390.0,2742.0,Oligo,13390.0,2742.0
1949,15082.0,2743.0,Oligo,15082.0,2743.0
1952,14561.0,2746.0,Oligo,14561.0,2746.0
1956,12971.0,2757.0,Oligo,12971.0,2757.0
1959,15491.0,2751.0,Oligo,15491.0,2751.0
1963,15513.0,2749.0,Oligo,15513.0,2749.0
1971,14746.0,2761.0,Oligo,14746.0,2761.0
1986,15025.0,2771.0,Oligo,15025.0,2771.0
1989,13697.0,2773.0,Oligo,13697.0,2773.0
1991,14260.0,2778.0,Oligo,14260.0,2778.0
1995,14828.0,2779.0,Oligo,14828.0,2779.0
2000,12232.0,2781.0,Oligo,12232.0,2781.0
2014,14133.0,2790.0,Oligo,14133.0,2790.0
2016,13220.0,2790.0,Oligo,13220.0,2790.0
2019,15321.0,2793.0,Oligo,15321.0,2793.0
2020,12582.0,2788.0,Oligo,12582.0,2788.0
2021,15696.0,2801.0,Oligo,15696.0,2801.0
2028,14759.0,2803.0,L6 CT,14759.0,2803.0
2033,15132.0,2803.0,Oligo,15132.0,2803.0
2038,13547.0,2806.0,Oligo,13547.0,2806.0
2050,12792.0,2825.0,Oligo,12792.0,2825.0
2057,13396.0,2822.0,Oligo,13396.0,2822.0
2063,15673.0,2824.0,Oligo,15673.0,2824.0
2083,13200.0,2848.0,Oligo,13200.0,2848.0
2088,12763.0,2858.0,Oligo,12763.0,2858.0
2090,15719.0,2851.0,Oligo,15719.0,2851.0
2104,15490.0,2863.0,Oligo,15490.0,2863.0
2121,12119.0,2888.0,Oligo,12119.0,2888.0
2124,14535.0,2881.0,Astro,14535.0,2881.0
2128,13079.0,2885.0,Oligo,13079.0,2885.0
2131,13953.0,2875.0,Oligo,13953.0,2875.0
2133,12973.0,2899.0,Astro,12973.0,2899.0
2151,13648.0,2916.0,Oligo,13648.0,2916.0
2155,14544.0,2912.0,Oligo,14544.0,2912.0
2164,15917.0,2928.0,Oligo,15917.0,2928.0
2179,13354.0,2940.0,Oligo,13354.0,2940.0
2188,14208.0,2948.0,Oligo,14208.0,2948.0
2195,14244.0,2950.0,Oligo,14244.0,2950.0
2204,13375.0,2958.0,Oligo,13375.0,2958.0
2205,12488.0,2958.0,Oligo,12488.0,2958.0
2209,14743.0,2950.0,Oligo,14743.0,2950.0
2211,15943.0,2961.0,Oligo,15943.0,2961.0
2213,15518.0,2968.0,Oligo,15518.0,2968.0
2214,15718.0,2969.0,Oligo,15718.0,2969.0
2222,13166.0,2976.0,Oligo,13166.0,2976.0
2223,12744.0,2983.0,Oligo,12744.0,2983.0
2233,15746.0,2985.0,Oligo,15746.0,2985.0
2241,15926.0,2993.0,Oligo,15926.0,2993.0
2247,14625.0,2995.0,Oligo,14625.0,2995.0
2262,15458.0,3005.0,Oligo,15458.0,3005.0
2270,12105.0,3003.0,Oligo,12105.0,3003.0
2273,14814.0,3010.0,Oligo,14814.0,3010.0
2280,15720.0,3016.0,Oligo,15720.0,3016.0
2282,15060.0,3022.0,Oligo,15060.0,3022.0
2286,13323.0,3031.0,Astro,13323.0,3031.0
2304,15535.0,3044.0,Oligo,15535.0,3044.0
2315,14105.0,3048.0,Oligo,14105.0,3048.0
2319,15044.0,3049.0,Oligo,15044.0,3049.0
2320,15924.0,3049.0,Oligo,15924.0,3049.0
2322,12183.0,3055.0,Oligo,12183.0,3055.0
2327,15733.0,3063.0,Oligo,15733.0,3063.0
2330,14762.0,3060.0,Oligo,14762.0,3060.0
2342,13685.0,3070.0,Oligo,13685.0,3070.0
2344,14704.0,3072.0,Oligo,14704.0,3072.0
2348,13942.0,3075.0,Oligo,13942.0,3075.0
2353,14121.0,3088.0,Oligo,14121.0,3088.0
2368,14692.0,3099.0,Oligo,14692.0,3099.0
2370,12741.0,3102.0,L6 CT,12741.0,3102.0
2374,13675.0,3106.0,Oligo,13675.0,3106.0
2378,14092.0,3107.0,Oligo,14092.0,3107.0
2380,14987.0,3111.0,Oligo,14987.0,3111.0
2394,14605.0,3127.0,Oligo,14605.0,3127.0
2395,15831.0,3124.0,Oligo,15831.0,3124.0
2412,14843.0,3139.0,Oligo,14843.0,3139.0
2417,12684.0,3139.0,Oligo,12684.0,3139.0
2419,12754.0,3144.0,Oligo,12754.0,3144.0
2420,12852.0,3150.0,Oligo,12852.0,3150.0
2424,13917.0,3142.0,Oligo,13917.0,3142.0
2425,14568.0,3145.0,L6 CT,14568.0,3145.0
2438,15190.0,3155.0,Micro/PVM,15190.0,3155.0
2443,14677.0,3152.0,Oligo,14677.0,3152.0
2444,15529.0,3156.0,Oligo,15529.0,3156.0
2450,12516.0,3164.0,Oligo,12516.0,3164.0
2454,12060.0,3170.0,Oligo,12060.0,3170.0
2464,14991.0,3164.0,Oligo,14991.0,3164.0
2473,12920.0,3176.0,Oligo,12920.0,3176.0
2476,12696.0,3185.0,Oligo,12696.0,3185.0
2477,13751.0,3181.0,Oligo,13751.0,3181.0
2479,15479.0,3184.0,L6 CT,15479.0,3184.0
2486,14164.0,3180.0,Oligo,14164.0,3180.0
2499,12475.0,3192.0,Oligo,12475.0,3192.0
2505,13037.0,3206.0,Oligo,13037.0,3206.0
2508,14805.0,3200.0,Oligo,14805.0,3200.0
2520,13720.0,3205.0,Oligo,13720.0,3205.0
2554,14619.0,3228.0,Oligo,14619.0,3228.0
2562,15161.0,3244.0,Oligo,15161.0,3244.0
2570,13880.0,3253.0,Oligo,13880.0,3253.0
2574,14059.0,3256.0,Oligo,14059.0,3256.0
2595,13413.0,3276.0,Micro/PVM,13413.0,3276.0
2596,13476.0,3277.0,Oligo,13476.0,3277.0
2597,15084.0,3271.0,Oligo,15084.0,3271.0
2605,12942.0,3279.0,Oligo,12942.0,3279.0
2607,12911.0,3289.0,Oligo,12911.0,3289.0
2609,12643.0,3289.0,Oligo,12643.0,3289.0
2613,15388.0,3280.0,Oligo,15388.0,3280.0
2626,15546.0,3290.0,Oligo,15546.0,3290.0
2635,13736.0,3300.0,Oligo,13736.0,3300.0
2636,12010.0,3310.0,Oligo,12010.0,3310.0
2640,13848.0,3312.0,Oligo,13848.0,3312.0
2642,15618.0,3311.0,Oligo,15618.0,3311.0
2657,14498.0,3325.0,Oligo,14498.0,3325.0
2673,13603.0,3336.0,Oligo,13603.0,3336.0
2676,15619.0,3344.0,Oligo,15619.0,3344.0
2690,14106.0,3347.0,Oligo,14106.0,3347.0
2697,14962.0,3354.0,Oligo,14962.0,3354.0
2711,15174.0,3358.0,Oligo,15174.0,3358.0
2715,13090.0,3360.0,Oligo,13090.0,3360.0
2721,15826.0,3364.0,Oligo,15826.0,3364.0
2729,12796.0,3375.0,Oligo,12796.0,3375.0
2743,15621.0,3381.0,Oligo,15621.0,3381.0
2747,12921.0,3385.0,Oligo,12921.0,3385.0
2755,13080.0,3387.0,Astro,13080.0,3387.0
2756,12488.0,3390.0,OPC,12488.0,3390.0
2764,14536.0,3397.0,Astro,14536.0,3397.0
2765,12277.0,3394.0,Oligo,12277.0,3394.0
2766,12056.0,3392.0,Oligo,12056.0,3392.0
2767,13370.0,3395.0,Oligo,13370.0,3395.0
2774,15181.0,3398.0,Oligo,15181.0,3398.0
2795,15346.0,3417.0,Oligo,15346.0,3417.0
2801,12489.0,3420.0,Oligo,12489.0,3420.0
2810,14632.0,3427.0,Oligo,14632.0,3427.0
2812,12022.0,3423.0,Oligo,12022.0,3423.0
2813,14457.0,3418.0,Oligo,14457.0,3418.0
2815,15541.0,3428.0,Oligo,15541.0,3428.0
2823,14697.0,3445.0,L6 IT,14697.0,3445.0
2832,13183.0,3443.0,Oligo,13183.0,3443.0
2843,12790.0,3446.0,Oligo,12790.0,3446.0
2858,15717.0,3456.0,Oligo,15717.0,3456.0
2867,14022.0,3472.0,Oligo,14022.0,3472.0
2873,15124.0,3481.0,Oligo,15124.0,3481.0
2878,12419.0,3475.0,Oligo,12419.0,3475.0
2881,12867.0,3484.0,L6 CT,12867.0,3484.0
2882,14163.0,3478.0,Astro,14163.0,3478.0
2883,15080.0,3482.0,Astro,15080.0,3482.0
2888,12354.0,3490.0,L6 CT,12354.0,3490.0
2889,15230.0,3485.0,Oligo,15230.0,3485.0
2895,13627.0,3488.0,Oligo,13627.0,3488.0
2896,14054.0,3484.0,Oligo,14054.0,3484.0
2898,13866.0,3490.0,Oligo,13866.0,3490.0
2908,12166.0,3503.0,Oligo,12166.0,3503.0
2909,15314.0,3493.0,Oligo,15314.0,3493.0
2910,14931.0,3494.0,Oligo,14931.0,3494.0
2913,15553.0,3499.0,L6 CT,15553.0,3499.0
2922,15970.0,3507.0,Oligo,15970.0,3507.0
2923,13757.0,3497.0,Oligo,13757.0,3497.0
2928,14643.0,3505.0,Oligo,14643.0,3505.0
2932,12421.0,3510.0,Astro,12421.0,3510.0
2934,14774.0,3503.0,Oligo,14774.0,3503.0
2937,15400.0,3523.0,Oligo,15400.0,3523.0
2941,12919.0,3516.0,Astro,12919.0,3516.0
