,x,y,celltype_F,rotated_x,rotated_y
9319,16154,8464,L4 IT,16154.0,8464.0
9322,18211,8466,OPC,18211.0,8466.0
9336,18392,8475,L4 IT,18392.0,8475.0
9342,15920,8477,L2/3 IT,15920.0,8477.0
9344,16636,8479,L4 IT,16636.0,8479.0
9345,16996,8479,Astro,16996.0,8479.0
9350,18223,8483,L5/6 NP,18223.0,8483.0
9352,15345,8483,L6 IT Car3,15345.0,8483.0
9355,18312,8486,Oligo,18312.0,8486.0
9358,15716,8488,L5 IT,15716.0,8488.0
9363,15612,8490,Chandelier,15612.0,8490.0
9365,18421,8492,SST,18421.0,8492.0
9376,15398,8497,L6 IT Car3,15398.0,8497.0
9378,18380,8498,Micro/PVM,18380.0,8498.0
9379,18494,8498,L4 IT,18494.0,8498.0
9385,17584,8503,VIP,17584.0,8503.0
9397,18978,8510,OPC,18978.0,8510.0
9399,16270,8512,L6 IT,16270.0,8512.0
9403,15773,8515,L4 IT,15773.0,8515.0
9412,16830,8520,L4 IT,16830.0,8520.0
9416,15809,8522,L5 IT,15809.0,8522.0
9417,18757,8522,Oligo,18757.0,8522.0
9429,15877,8531,L4 IT,15877.0,8531.0
9456,15910,8547,L4 IT,15910.0,8547.0
9472,16801,8556,L4 IT,16801.0,8556.0
9485,15998,8565,L5 IT,15998.0,8565.0
9488,18094,8567,L5 IT,18094.0,8567.0
9492,15806,8570,LAMP5,15806.0,8570.0
9494,15721,8571,L5 IT,15721.0,8571.0
9497,18571,8574,Endo,18571.0,8574.0
9505,16854,8576,L5 IT,16854.0,8576.0
9508,17759,8579,L5/6 NP,17759.0,8579.0
9516,17190,8578,Oligo,17190.0,8578.0
9523,18761,8587,Oligo,18761.0,8587.0
9525,15351,8589,L4 IT,15351.0,8589.0
9536,15208,8598,Oligo,15208.0,8598.0
9548,15731,8606,Astro,15731.0,8606.0
9552,16863,8606,L5 IT,16863.0,8606.0
9557,18489,8608,SNCG,18489.0,8608.0
9564,15104,8612,PVALB,15104.0,8612.0
9572,15398,8617,Oligo,15398.0,8617.0
9577,17682,8620,L2/3 IT,17682.0,8620.0
9581,15901,8624,L4 IT,15901.0,8624.0
9585,15811,8629,VIP,15811.0,8629.0
9586,18950,8630,L2/3 IT,18950.0,8630.0
9589,17631,8628,SST,17631.0,8628.0
9604,18802,8642,PVALB,18802.0,8642.0
9612,18271,8646,VIP,18271.0,8646.0
9614,16778,8648,Chandelier,16778.0,8648.0
9615,17504,8648,L5/6 NP,17504.0,8648.0
9630,18762,8656,PVALB,18762.0,8656.0
9640,15548,8657,Oligo,15548.0,8657.0
9644,16862,8663,L4 IT,16862.0,8663.0
9649,18535,8666,L2/3 IT,18535.0,8666.0
9658,17725,8670,L2/3 IT,17725.0,8670.0
9665,18128,8674,L4 IT,18128.0,8674.0
9668,16763,8673,L4 IT,16763.0,8673.0
9685,18178,8685,LAMP5 LHX6,18178.0,8685.0
9689,16629,8687,Chandelier,16629.0,8687.0
9690,18971,8686,L4 IT,18971.0,8686.0
9703,15491,8693,L6 CT,15491.0,8693.0
9715,18008,8699,LAMP5 LHX6,18008.0,8699.0
9733,16169,8708,L4 IT,16169.0,8708.0
9735,15751,8708,Chandelier,15751.0,8708.0
9736,18506,8709,VIP,18506.0,8709.0
9744,18468,8712,L4 IT,18468.0,8712.0
9747,16481,8714,OPC,16481.0,8714.0
9752,18073,8718,Oligo,18073.0,8718.0
9768,18949,8730,VIP,18949.0,8730.0
9784,18086,8736,L6 CT,18086.0,8736.0
9788,15954,8740,L5 IT,15954.0,8740.0
9804,16872,8746,L4 IT,16872.0,8746.0
9814,16213,8750,L4 IT,16213.0,8750.0
9815,18720,8750,L2/3 IT,18720.0,8750.0
9825,15791,8755,L2/3 IT,15791.0,8755.0
9829,17299,8758,Oligo,17299.0,8758.0
9834,16160,8764,L6 IT Car3,16160.0,8764.0
9841,18115,8765,L2/3 IT,18115.0,8765.0
9852,18444,8769,SST,18444.0,8769.0
9856,17204,8773,PVALB,17204.0,8773.0
9862,15976,8776,L4 IT,15976.0,8776.0
9867,16772,8779,L6 CT,16772.0,8779.0
9884,15570,8786,VIP,15570.0,8786.0
