,x,y,celltype_F,rotated_x,rotated_y
15578,20497,11018,Oligo,20497.0,11018.0
15593,20967,11020,Oligo,20967.0,11020.0
15598,20257,11022,Oligo,20257.0,11022.0
15605,23579,11028,Oligo,23579.0,11028.0
15610,22218,11032,Oligo,22218.0,11032.0
15611,22272,11030,Oligo,22272.0,11030.0
15617,22599,11032,Oligo,22599.0,11032.0
15643,23804,11043,Oligo,23804.0,11043.0
15681,21586,11062,Oligo,21586.0,11062.0
15682,22007,11064,Oligo,22007.0,11064.0
15689,20127,11065,Oligo,20127.0,11065.0
15690,22223,11065,Oligo,22223.0,11065.0
15694,20428,11069,Oligo,20428.0,11069.0
15695,22673,11069,Oligo,22673.0,11069.0
15702,22255,11072,Oligo,22255.0,11072.0
15717,20493,11079,Oligo,20493.0,11079.0
15728,21340,11083,L2/3 IT,21340.0,11083.0
15752,23976,11099,L2/3 IT,23976.0,11099.0
15756,21251,11101,Oligo,21251.0,11101.0
15774,22697,11111,Oligo,22697.0,11111.0
15775,23796,11111,Oligo,23796.0,11111.0
15779,23515,11112,Oligo,23515.0,11112.0
15780,23688,11114,Astro,23688.0,11114.0
15801,23734,11125,Oligo,23734.0,11125.0
15810,21301,11130,Oligo,21301.0,11130.0
15830,20250,11141,Oligo,20250.0,11141.0
15838,20207,11146,Oligo,20207.0,11146.0
15857,23109,11157,Oligo,23109.0,11157.0
15896,23435,11179,Oligo,23435.0,11179.0
15899,23062,11182,Oligo,23062.0,11182.0
15907,23003,11183,Oligo,23003.0,11183.0
15908,23928,11182,Oligo,23928.0,11182.0
15912,21752,11185,Oligo,21752.0,11185.0
15914,20856,11188,Oligo,20856.0,11188.0
15918,21140,11189,Oligo,21140.0,11189.0
15922,23819,11191,Oligo,23819.0,11191.0
15927,23027,11195,Oligo,23027.0,11195.0
15935,23337,11198,Oligo,23337.0,11198.0
15940,20746,11201,Oligo,20746.0,11201.0
15946,21802,11205,Oligo,21802.0,11205.0
16008,22902,11245,Oligo,22902.0,11245.0
16012,20380,11247,Oligo,20380.0,11247.0
16016,22278,11249,Oligo,22278.0,11249.0
16017,22574,11249,Oligo,22574.0,11249.0
16025,22833,11252,Oligo,22833.0,11252.0
16041,22212,11262,Oligo,22212.0,11262.0
16048,20258,11266,Oligo,20258.0,11266.0
16050,21768,11268,Oligo,21768.0,11268.0
16059,22798,11271,Oligo,22798.0,11271.0
16066,21893,11275,Oligo,21893.0,11275.0
16096,21339,11294,Oligo,21339.0,11294.0
16102,21270,11296,Oligo,21270.0,11296.0
16108,23175,11299,OPC,23175.0,11299.0
16112,20726,11301,Micro/PVM,20726.0,11301.0
16120,20881,11302,OPC,20881.0,11302.0
16138,20551,11311,Oligo,20551.0,11311.0
16153,23112,11317,Oligo,23112.0,11317.0
16161,21287,11319,Oligo,21287.0,11319.0
16181,21110,11327,Micro/PVM,21110.0,11327.0
16182,23565,11327,Oligo,23565.0,11327.0
16188,21077,11332,Oligo,21077.0,11332.0
16207,20180,11342,Oligo,20180.0,11342.0
16208,22586,11342,Oligo,22586.0,11342.0
16209,22748,11341,Oligo,22748.0,11341.0
16214,20765,11347,Oligo,20765.0,11347.0
16234,21904,11355,Oligo,21904.0,11355.0
16243,20411,11357,Micro/PVM,20411.0,11357.0
16244,22227,11359,Oligo,22227.0,11359.0
16245,23122,11357,Oligo,23122.0,11357.0
16256,23086,11365,Oligo,23086.0,11365.0
16280,20692,11377,Oligo,20692.0,11377.0
16281,20658,11381,Astro,20658.0,11381.0
16282,21714,11379,Oligo,21714.0,11379.0
16287,20726,11381,Oligo,20726.0,11381.0
16293,22329,11381,Astro,22329.0,11381.0
16294,22942,11383,Oligo,22942.0,11383.0
16303,20264,11385,Oligo,20264.0,11385.0
16318,23122,11388,Oligo,23122.0,11388.0
16335,23087,11400,Oligo,23087.0,11400.0
16339,20876,11402,L6 CT,20876.0,11402.0
16353,20219,11409,Oligo,20219.0,11409.0
16354,23120,11410,Oligo,23120.0,11410.0
16378,23969,11424,Oligo,23969.0,11424.0
16384,23856,11425,Oligo,23856.0,11425.0
16386,22617,11428,Oligo,22617.0,11428.0
16398,21306,11432,Oligo,21306.0,11432.0
16399,22650,11431,Oligo,22650.0,11431.0
16422,20659,11444,Oligo,20659.0,11444.0
16423,22423,11445,VLMC,22423.0,11445.0
16437,21502,11452,Oligo,21502.0,11452.0
16460,20600,11462,Oligo,20600.0,11462.0
16461,21321,11462,Oligo,21321.0,11462.0
16462,23849,11462,Oligo,23849.0,11462.0
16471,22919,11465,Oligo,22919.0,11465.0
16476,23287,11467,Oligo,23287.0,11467.0
16492,21931,11475,Oligo,21931.0,11475.0
16510,23990,11485,Oligo,23990.0,11485.0
16540,20884,11503,Oligo,20884.0,11503.0
16541,23149,11503,Oligo,23149.0,11503.0
16547,20325,11508,Oligo,20325.0,11508.0
16553,22736,11514,Oligo,22736.0,11514.0
16556,23662,11514,Oligo,23662.0,11514.0
16564,22968,11518,Oligo,22968.0,11518.0
16568,22607,11519,OPC,22607.0,11519.0
16595,22402,11533,Oligo,22402.0,11533.0
16602,22265,11537,Oligo,22265.0,11537.0
16637,20742,11556,Oligo,20742.0,11556.0
16652,23016,11558,Oligo,23016.0,11558.0
16662,20252,11563,Oligo,20252.0,11563.0
16670,20010,11566,Oligo,20010.0,11566.0
16688,20197,11571,Oligo,20197.0,11571.0
16695,23050,11574,Oligo,23050.0,11574.0
16696,23681,11574,Oligo,23681.0,11574.0
16699,22818,11577,Oligo,22818.0,11577.0
16702,22788,11579,Oligo,22788.0,11579.0
16749,22196,11599,Oligo,22196.0,11599.0
